event_id,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct,Duration in weeks,Revenue
POP100429,MAC Cosmetics,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-12-29,2025-01-22,24,LE-5CBCB4G7,MAC Cosmetics Opulence Blush,68.85,1087,2677,67.13,3,184311.5
POP101815,Valentino Beauty,Asia-Pacific,Shanghai,Luxury Mall,Flash Event,2024-09-21,2024-12-15,85,LE-X4DXOUYB,Valentino Beauty Éclat Highlighter,59.3,1438,1701,71.62,12,100869.3
POP100719,Fenty Beauty,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,2024-08-20,2024-09-24,35,LE-15TX4NG1,Fenty Beauty Velvet Highlighter,45.76,862,795,46.03,5,36379.2
POP100447,Dior,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,2024-03-21,2024-05-28,68,LE-2GKYT5VA,Dior Opulence Mascara,45.5,1964,2193,84.06,10,99781.5
POP101606,Hermès Beauty,Asia-Pacific,Singapore,Luxury Mall,Flash Event,2024-05-31,2024-06-20,20,LE-GBU3LLPM,Hermès Beauty Velvet Foundation,89.13,1076,2008,65.17,3,178973.0
POP101651,Hourglass,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2024-07-21,2024-10-17,88,LE-MHLDF8ZF,Hourglass Velvet Eyeshadow Palette,141.57,775,968,69.94,13,137039.8
POP101605,Bobbi Brown,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2025-01-05,2025-02-11,37,LE-K6XTT4QJ,Bobbi Brown Satin Highlighter,69.21,1200,3568,82.82,5,246941.3
POP100141,Bobbi Brown,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,2024-04-13,2024-06-20,68,LE-Y00B8XAW,Bobbi Brown Velvet Blush,57.99,1201,2377,84.38,10,137842.2
POP100182,Lancôme,Asia-Pacific,Seoul,Luxury Mall,Mobile Pop-Up Truck,2025-04-03,2025-04-28,25,LE-ACCEK8TF,Lancôme Noir Primer,51.73,1114,1959,72.21,4,101339.1
POP100693,Hourglass,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,2024-09-13,2024-11-10,58,LE-PKUHE9N8,Hourglass Velvet Lipstick,79.14,1425,1380,54.05,8,109213.2
POP100158,Valentino Beauty,Asia-Pacific,Shanghai,Luxury Mall,Mobile Pop-Up Truck,2024-04-20,2024-06-21,62,LE-O875CHCE,Valentino Beauty Lumière Mascara,40.95,736,1836,92.82,9,75184.2
POP100371,Clé de Peau Beauté,Asia-Pacific,Shanghai,Luxury Mall,Mobile Pop-Up Truck,2025-04-06,2025-05-07,31,LE-ER3XFHBO,Clé de Peau Beauté Mirage Eyeshadow Palette,102.86,1469,1271,68.11,4,130735.1
POP100334,MAC Cosmetics,Asia-Pacific,Hong Kong,Luxury Mall,Standalone Pop-Up,2024-09-16,2024-11-18,63,LE-HG3ERQYE,MAC Cosmetics Glow Eyeshadow Palette,127.29,2011,3535,90.09,9,449970.2
POP101043,Shiseido,Asia-Pacific,Tokyo,Luxury Mall,Mall Kiosk,2024-12-30,2025-01-21,22,LE-XL6E9W8C,Shiseido Velvet Foundation,96.98,1054,376,88.89,3,36464.5
POP100570,Hourglass,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2025-04-10,2025-04-25,15,LE-9SC4WLHH,Hourglass Satin Primer,47.66,2069,1249,79.5,2,59527.3
POP100906,Chanel,Asia-Pacific,Singapore,Luxury Mall,Flash Event,2024-11-26,2025-02-18,84,LE-V8LC2CSL,Chanel Rouge Setting Powder,45.36,1483,534,77.28,12,24222.2
POP100941,Estée Lauder,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,2024-04-27,2024-07-10,74,LE-APOLUZT2,Estée Lauder Éclat Eyeshadow Palette,70.82,1803,1358,65.79,11,96173.6
POP100782,Clé de Peau Beauté,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,2025-05-09,2025-05-24,15,LE-24GIJCSH,Clé de Peau Beauté Velvet Mascara,71.78,2032,1071,54.67,2,76876.4
POP101313,Bobbi Brown,Asia-Pacific,Hong Kong,Luxury Mall,Standalone Pop-Up,2025-06-27,2025-07-14,17,LE-UH6BCXIZ,Bobbi Brown Noir Foundation,74.99,1421,2933,87.29,2,219945.7
POP101790,MAC Cosmetics,Asia-Pacific,Tokyo,Luxury Mall,Standalone Pop-Up,2024-09-17,2024-10-27,40,LE-M708AZRQ,MAC Cosmetics Opulence Foundation,74.43,1498,165,71.74,6,12281.0
POP101769,Hermès Beauty,Asia-Pacific,Shanghai,Luxury Mall,Shop-in-Shop,2024-05-18,2024-07-10,53,LE-VGVQRWD4,Hermès Beauty Lumière Foundation,87.01,1068,2425,82.34,8,210999.3
POP101029,Guerlain,Asia-Pacific,Hong Kong,Luxury Mall,Shop-in-Shop,2025-01-02,2025-01-23,21,LE-A185RN13,Guerlain Mirage Primer,79.3,858,1373,42.6,3,108878.9
POP100832,NARS,Asia-Pacific,Seoul,Luxury Mall,Mobile Pop-Up Truck,2025-02-01,2025-03-31,58,LE-7WNK48DN,NARS Opulence Eyeshadow Palette,142.83,800,3929,83.17,8,561179.1
POP101761,NARS,Asia-Pacific,Singapore,Luxury Mall,Shop-in-Shop,2025-03-21,2025-04-05,15,LE-NB2YGWC5,NARS Noir Highlighter,79.32,1022,245,56.45,2,19433.4
POP100174,Tom Ford Beauty,Asia-Pacific,Tokyo,Luxury Mall,Standalone Pop-Up,2025-05-02,2025-05-18,16,LE-PWF7ZO64,Tom Ford Beauty Glow Setting Powder,80.96,1163,406,49.57,2,32869.8
POP100468,Shiseido,Asia-Pacific,Hong Kong,Luxury Mall,Mobile Pop-Up Truck,2025-05-16,2025-06-05,20,LE-ND9M0WT1,Shiseido Noir Eyeshadow Palette,62.05,1439,1491,89.66,3,92516.6
POP100881,Hermès Beauty,Asia-Pacific,Shanghai,Luxury Mall,Shop-in-Shop,2025-04-10,2025-06-25,76,LE-55LBC3Y1,Hermès Beauty Mirage Lipstick,45.38,681,819,93.71,11,37166.2
POP100435,Sisley-Paris,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2024-04-07,2024-06-09,63,LE-F93KBFJ4,Sisley-Paris Lumière Mascara,58.1,1492,1329,63.96,9,77214.9
POP101423,NARS,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,2024-04-10,2024-06-16,67,LE-OBWY5YJ5,NARS Lumière Serum,126.51,2024,1064,62,10,134606.6
POP100461,Estée Lauder,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2024-11-21,2025-01-26,66,LE-KWO3LLJ7,Estée Lauder Pearl Primer,75.46,1304,2553,68.28,9,192649.4
POP101611,Tom Ford Beauty,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,2024-04-11,2024-05-20,39,LE-572C50IC,Tom Ford Beauty Lumière Blush,42.33,882,1631,58.27,6,69040.2
POP100014,Lancôme,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-06-25,2024-08-05,41,LE-NPJVC9IY,Lancôme Mirage Blush,49.76,1594,1230,62.15,6,61204.8
POP101170,Hourglass,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2024-11-11,2025-01-30,80,LE-U0U224MO,Hourglass Opulence Blush,68.86,1742,2978,59.9,11,205065.1
POP100195,YSL Beauty,Asia-Pacific,Hong Kong,Luxury Mall,Flash Event,2025-03-08,2025-05-28,81,LE-69OOCVZO,YSL Beauty Opulence Blush,62.43,1537,1173,69.12,12,73230.4
POP100549,Clé de Peau Beauté,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-03-04,2024-04-21,48,LE-XE64LL3Q,Clé de Peau Beauté Velvet Eyeshadow Palette,87.81,1598,2883,68.61,7,253156.2
POP100156,Hourglass,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-12-28,2025-02-24,58,LE-124OIRLL,Hourglass Pearl Highlighter,68.73,1856,377,55.28,8,25911.2
POP100922,NARS,Asia-Pacific,Shanghai,Luxury Mall,Mobile Pop-Up Truck,2024-07-08,2024-08-02,25,LE-V0L683IF,NARS Glow Primer,66.17,1607,2186,54.86,4,144647.6
POP101697,Fenty Beauty,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,2025-04-12,2025-06-02,51,LE-RNLRT7AA,Fenty Beauty Rouge Serum,209.15,1522,2654,82.07,7,555084.1
POP101381,Charlotte Tilbury,Asia-Pacific,Shanghai,Luxury Mall,Flash Event,2025-05-18,2025-08-06,80,LE-3PZGKP5J,Charlotte Tilbury Noir Lipstick,77.5,891,799,57.52,11,61922.5
POP101211,Lancôme,Asia-Pacific,Singapore,Luxury Mall,Mobile Pop-Up Truck,2024-12-08,2025-03-04,86,LE-5QQWBT0J,Lancôme Pearl Highlighter,58.98,1239,3330,82.36,12,196403.4
POP101537,Lancôme,Asia-Pacific,Hong Kong,Luxury Mall,Standalone Pop-Up,2025-02-11,2025-02-27,16,LE-BQGK8CVC,Lancôme Rouge Serum,200.43,1040,977,87.47,2,195820.1
POP101049,Shiseido,Asia-Pacific,Shanghai,Luxury Mall,Standalone Pop-Up,2024-05-30,2024-08-15,77,LE-ZDZCLPE2,Shiseido Glow Highlighter,60.84,2022,3920,78.54,11,238492.8
POP100106,Shiseido,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,2025-02-22,2025-05-19,86,LE-DIHEYG4C,Shiseido Velvet Primer,52.09,1871,787,65.97,12,40994.8
POP101352,Charlotte Tilbury,Asia-Pacific,Hong Kong,Luxury Mall,Mobile Pop-Up Truck,2025-03-10,2025-05-22,73,LE-39J5BWCH,Charlotte Tilbury Mirage Primer,79.8,1778,2099,77.91,10,167500.2
POP100545,Tom Ford Beauty,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-05-05,2024-06-20,46,LE-E9VLRUPV,Tom Ford Beauty Éclat Setting Powder,52.68,1428,1837,47.57,7,96773.2
POP101810,Tom Ford Beauty,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2024-11-05,2024-11-09,4,LE-SOEF87SN,Tom Ford Beauty Rouge Highlighter,86.4,815,1502,62.35,1,129772.8
POP101305,Lancôme,Asia-Pacific,Hong Kong,Luxury Mall,Flash Event,2025-03-19,2025-06-13,86,LE-GOQTUWHZ,Lancôme Éclat Serum,264.47,1516,196,53.55,12,51836.1
POP100449,Clé de Peau Beauté,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,2024-11-12,2024-12-15,33,LE-SWUSLZYP,Clé de Peau Beauté Satin Highlighter,76.05,884,3501,82.42,5,266251.1
POP101972,La Prairie,Asia-Pacific,Hong Kong,Luxury Mall,Mobile Pop-Up Truck,2024-08-30,2024-10-02,33,LE-G6TAKT1U,La Prairie Rouge Primer,72.47,1584,609,55.87,5,44134.2
POP101723,Estée Lauder,Asia-Pacific,Singapore,Luxury Mall,Flash Event,2024-07-18,2024-09-03,47,LE-UF4QT15V,Estée Lauder Lumière Lipstick,62.44,1439,2516,68.46,7,157099.0
POP100875,Chanel,Asia-Pacific,Singapore,Luxury Mall,Shop-in-Shop,2025-02-20,2025-04-17,56,LE-1C40BT5W,Chanel Pearl Blush,57.95,1489,386,68.08,8,22368.7
POP101871,Chanel,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2024-11-04,2024-12-17,43,LE-74IC2EII,Chanel Rouge Blush,66.64,1044,1231,69.75,6,82033.8
POP101950,YSL Beauty,Asia-Pacific,Tokyo,Luxury Mall,Shop-in-Shop,2024-10-07,2024-12-18,72,LE-4P90X4HF,YSL Beauty Pearl Eyeshadow Palette,67.95,1168,123,53.02,10,8357.9
POP100850,Lancôme,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,2025-03-19,2025-05-30,72,LE-GUAT5MBD,Lancôme Pearl Blush,43.83,872,1133,55.43,10,49659.4
POP100444,Rare Beauty,Asia-Pacific,Singapore,Luxury Mall,Mobile Pop-Up Truck,2024-04-29,2024-07-13,75,LE-SZ1FB7EK,Rare Beauty Satin Primer,76.84,1580,2504,90.53,11,192407.4
POP101840,Estée Lauder,Asia-Pacific,Singapore,Luxury Mall,Mall Kiosk,2025-04-20,,6,LE-27DZ1OH7,Estée Lauder Pearl Mascara,72.36,1633,2035,78.69,1,147252.6
POP100728,Chanel,Asia-Pacific,Hong Kong,Luxury Mall,Shop-in-Shop,2024-07-30,2024-09-23,55,LE-7XJNS5T8,Chanel Rouge Fragrance,108.34,1753,3300,91.69,8,357522.0
POP101348,Armani Beauty,Asia-Pacific,Shanghai,Luxury Mall,Mall Kiosk,2024-03-04,2024-03-07,3,LE-RO3XGV0T,Armani Beauty Lumière Eyeshadow Palette,94.09,1120,1398,67.24,0,131537.8
POP101458,Sisley-Paris,Asia-Pacific,Seoul,Luxury Mall,Mobile Pop-Up Truck,2024-07-11,2024-08-15,35,LE-KN5LPS1I,Sisley-Paris Lumière Lipstick,47.74,1597,1100,71.2,5,52514.0
POP100487,Clé de Peau Beauté,Asia-Pacific,Singapore,Luxury Mall,Shop-in-Shop,2025-05-15,2025-07-21,67,LE-9LK5TEKE,Clé de Peau Beauté Mirage Primer,57.08,2109,2789,57.98,10,159196.1
POP100837,NARS,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2024-12-06,2025-01-27,52,LE-8TYBSGHE,NARS Mirage Serum,157.09,1818,799,100,7,125514.9
POP100827,NARS,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2024-05-02,2024-05-13,11,LE-TGRHSU19,NARS Mirage Setting Powder,46.1,1973,623,74.79,2,28720.3
POP101662,Armani Beauty,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2025-03-12,2025-04-09,28,LE-JKBGYM9U,Armani Beauty Opulence Primer,78.68,1855,739,40.9,4,58144.5
POP100980,Givenchy Beauty,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,2025-04-26,2025-07-14,79,LE-Y2WDQX9D,Givenchy Beauty Pearl Mascara,71.27,1142,2905,75.63,11,207039.4
POP101849,Dior,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2025-05-03,2025-05-28,25,LE-VNO3OWD6,Dior Pearl Foundation,103.75,1953,883,86.4,4,91611.3
POP100157,Hermès Beauty,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,2024-08-06,2024-09-23,48,LE-E1BUSDPR,Hermès Beauty Mirage Blush,67.28,2036,3296,66.01,7,221754.9
POP101855,Valentino Beauty,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2025-03-20,2025-06-03,75,LE-QJ8K6N1X,Valentino Beauty Pearl Blush,38.72,1663,2201,71.65,11,85222.7
POP101986,Hermès Beauty,Asia-Pacific,Singapore,Luxury Mall,Mobile Pop-Up Truck,2024-11-08,2024-12-03,25,LE-MY24O6BR,Hermès Beauty Velvet Foundation,101.82,1883,4662,100,4,474684.8
POP102024,Tom Ford Beauty,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2024-09-04,2024-10-28,54,LE-9MF1MCT8,Tom Ford Beauty Pearl Lipstick,37.78,1709,1811,45.47,8,68419.6
POP100751,Fenty Beauty,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,2024-12-30,2025-01-29,30,LE-CJCYQ6PN,Fenty Beauty Noir Eyeshadow Palette,76.49,2059,342,55.43,4,26159.6
POP101426,Guerlain,Asia-Pacific,Singapore,Luxury Mall,Flash Event,2025-03-30,,46,LE-AI6EZJF3,Guerlain Opulence Setting Powder,56.89,1489,436,71.59,7,24804.0
POP102063,Dior,Asia-Pacific,Tokyo,Luxury Mall,Mobile Pop-Up Truck,2024-12-14,2025-01-07,24,LE-FUV0RG1G,Dior Opulence Highlighter,81.32,1153,967,64.47,3,78636.4
POP101382,Charlotte Tilbury,Asia-Pacific,Hong Kong,Luxury Mall,Flash Event,2024-06-02,2024-08-21,80,LE-RE3MOTTK,Charlotte Tilbury Velvet Blush,45.75,1896,1180,72.7,11,53985.0
POP100556,MAC Cosmetics,Asia-Pacific,Hong Kong,Luxury Mall,Standalone Pop-Up,2024-11-29,2025-01-07,39,LE-EA6K7A6O,MAC Cosmetics Velvet Lipstick,31.67,1519,1178,75.03,6,37307.3
POP101923,Pat McGrath Labs,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,2024-04-04,2024-05-07,33,LE-YUN33OOY,Pat McGrath Labs Noir Highlighter,49.72,1524,1025,68.38,5,50963.0
POP100891,Huda Beauty,Asia-Pacific,Hong Kong,Luxury Mall,Mobile Pop-Up Truck,2024-03-04,2024-04-30,57,LE-ESYCOY1C,Huda Beauty Lumière Primer,47.19,767,3228,69.46,8,152329.3
POP101016,Bobbi Brown,Asia-Pacific,Tokyo,Luxury Mall,Standalone Pop-Up,2024-10-04,2024-10-26,22,LE-XXT64PXH,Bobbi Brown Satin Foundation,113.85,1370,1589,59.09,3,180907.7
POP101129,Huda Beauty,Asia-Pacific,Shanghai,Luxury Mall,Flash Event,2024-12-11,2025-02-17,68,LE-DK8AJP8T,Huda Beauty Glow Setting Powder,70.51,1539,3042,87.36,10,214491.4
POP101297,Chanel,Asia-Pacific,Hong Kong,Luxury Mall,Shop-in-Shop,2024-06-07,2024-08-12,66,LE-NCLK53FM,Chanel Rouge Mascara,59.66,1658,1336,56.28,9,79705.8
POP100466,Clé de Peau Beauté,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2024-09-09,2024-11-29,81,LE-41O66GTS,Clé de Peau Beauté Noir Setting Powder,47.95,787,2288,59.66,12,109709.6
POP101316,Dior,Latin America,unknown,Luxury Mall,Mobile Pop-Up Truck,2024-07-18,2024-08-29,42,LE-UF2MHEQ3,Dior Lumière Lipstick,54.11,896,803,64.97,6,43450.3
POP100184,Hourglass,Latin America,São Paulo,Luxury Mall,Mall Kiosk,2025-07-09,2025-07-14,5,LE-ZJ6YDROQ,Hourglass Rouge Highlighter,72.16,1241,1887,73.88,1,136165.9
POP101785,Huda Beauty,Latin America,São Paulo,Luxury Mall,Shop-in-Shop,2025-01-29,2025-03-02,32,LE-MQQYHP5E,Huda Beauty Velvet Fragrance,158.02,1300,2288,57.75,5,361549.8
POP100535,Lancôme,Latin America,Buenos Aires,Luxury Mall,Mobile Pop-Up Truck,2025-01-28,2025-03-11,42,LE-J5MVMJB0,Lancôme Opulence Foundation,70.19,1399,1904,65.29,6,133641.8
POP100483,Bobbi Brown,Latin America,Mexico City,Luxury Mall,Standalone Pop-Up,2024-07-21,2024-08-19,29,LE-0N596ZLV,Bobbi Brown Noir Setting Powder,57.09,1567,4206,96.65,4,240120.5
POP101037,Chanel,Latin America,Lima,Luxury Mall,Standalone Pop-Up,2024-06-27,2024-07-13,16,LE-K1KK2EG0,Chanel Satin Mascara,56.12,1804,3612,78.92,2,202705.4
POP100438,YSL Beauty,Latin America,Lima,Luxury Mall,Mobile Pop-Up Truck,2024-07-21,2024-08-16,26,LE-2FZ40A6M,YSL Beauty Rouge Setting Powder,71.17,1452,1270,56.27,4,90385.9
POP101071,Chanel,Latin America,Buenos Aires,Luxury Mall,Mobile Pop-Up Truck,2024-07-06,2024-09-18,74,LE-GJ8YS5BX,Chanel Glow Mascara,35.39,725,209,91.67,11,7396.5
POP101067,Huda Beauty,Latin America,São Paulo,Luxury Mall,Mobile Pop-Up Truck,2025-04-01,2025-05-22,51,LE-0XCT2C5L,Huda Beauty Rouge Blush,43.36,1788,964,54.49,7,41799.0
POP101378,Valentino Beauty,Latin America,Bogotá,Luxury Mall,Mobile Pop-Up Truck,2024-08-10,2024-09-05,26,LE-G5Q1WVMH,Valentino Beauty Pearl Lipstick,42.75,1832,2060,79.88,4,88065.0
POP100237,Clé de Peau Beauté,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2025-04-03,2025-05-24,51,LE-GET7WA1P,Clé de Peau Beauté Satin Blush,51.18,1012,1687,46.11,7,86340.7
POP101676,Charlotte Tilbury,Latin America,Buenos Aires,Luxury Mall,Shop-in-Shop,2024-11-04,2025-01-13,70,LE-8JNL4VBO,Charlotte Tilbury Rouge Highlighter,77.98,855,3106,76.54,10,242205.9
POP101943,La Prairie,Latin America,Bogotá,Luxury Mall,Mobile Pop-Up Truck,2025-04-23,2025-06-26,64,LE-TI94OU5O,La Prairie Noir Foundation,63.43,786,641,89.03,9,40658.6
POP100023,Shiseido,Latin America,Buenos Aires,Luxury Mall,Standalone Pop-Up,2024-06-27,2024-08-09,43,LE-AQYSY89I,Shiseido Éclat Eyeshadow Palette,118.33,1763,240,65.93,6,28399.2
POP100361,MAC Cosmetics,Latin America,São Paulo,Luxury Mall,Mobile Pop-Up Truck,2025-02-06,2025-05-02,85,LE-HOH9BIJ7,MAC Cosmetics Pearl Primer,58.24,1179,2892,79.87,12,168430.1
POP102122,Lancôme,Latin America,Bogotá,Luxury Mall,Flash Event,2025-03-18,2025-03-29,11,LE-NX9ODG0J,Lancôme Lumière Setting Powder,50.86,713,707,67.59,2,35958.0
POP101942,YSL Beauty,Latin America,Buenos Aires,Luxury Mall,Flash Event,2025-06-02,2025-07-23,51,LE-MSFB8XL7,YSL Beauty Velvet Foundation,56.51,1709,3171,66.39,7,179193.2
POP101922,Lancôme,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2024-05-18,2024-08-14,88,LE-7RPWJ9H6,Lancôme Éclat Setting Powder,56.53,669,3099,74.69,13,175186.5
POP100078,Pat McGrath Labs,Latin America,unknown,Luxury Mall,Flash Event,2024-06-28,2024-08-24,57,LE-W458SB4I,Pat McGrath Labs Rouge Blush,66.51,1134,1326,79.35,8,88192.3
POP101541,Charlotte Tilbury,Latin America,Buenos Aires,Luxury Mall,Shop-in-Shop,2024-04-09,2024-06-20,72,LE-1L2BBJZA,Charlotte Tilbury Opulence Mascara,63.97,919,499,66.27,10,31921.0
POP100527,Lancôme,Latin America,São Paulo,Luxury Mall,Shop-in-Shop,2025-01-22,2025-04-19,87,LE-ZX8P3JRD,Lancôme Satin Highlighter,39.38,812,980,86.65,12,38592.4
POP101844,Fenty Beauty,Latin America,Buenos Aires,Luxury Mall,Shop-in-Shop,2024-04-01,2024-06-11,71,LE-BR6RRTY3,Fenty Beauty Glow Eyeshadow Palette,136.54,1999,2042,76.19,10,278814.7
POP100886,Sisley-Paris,Latin America,Bogotá,Luxury Mall,Mall Kiosk,2024-07-10,2024-08-12,33,LE-YM1INTM6,Sisley-Paris Rouge Lipstick,30.96,838,3391,82.95,5,104985.4
POP101286,Pat McGrath Labs,Latin America,Lima,Luxury Mall,Mall Kiosk,2024-08-25,2024-10-23,59,LE-TSI9834H,Pat McGrath Labs Rouge Eyeshadow Palette,89.75,1719,2128,46.53,8,190988.0
POP101268,Bobbi Brown,Latin America,Mexico City,Luxury Mall,Mall Kiosk,2024-10-20,2024-12-05,46,LE-D1MB29BI,Bobbi Brown Glow Lipstick,74,1202,2064,63.47,7,152736.0
POP101234,MAC Cosmetics,Latin America,Lima,Luxury Mall,Mobile Pop-Up Truck,2024-08-17,2024-08-21,4,LE-3412CJHJ,MAC Cosmetics Pearl Fragrance,211.63,1438,1025,69.59,1,216920.8
POP101731,Pat McGrath Labs,Latin America,Bogotá,Luxury Mall,Mall Kiosk,2024-04-01,2024-06-13,73,LE-1K2P147D,Pat McGrath Labs Lumière Setting Powder,52.72,1296,1187,58.36,10,62578.6
POP101567,Armani Beauty,Latin America,Lima,Luxury Mall,Standalone Pop-Up,2024-06-18,2024-08-29,72,LE-Z2OV0ZI1,Armani Beauty Éclat Fragrance,361.63,1862,1736,51.76,10,627789.7
POP101741,Chanel,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2025-04-03,2025-06-23,81,LE-T2S8WW6I,Chanel Lumière Lipstick,53.45,871,1512,63.11,12,80816.4
POP100705,Rare Beauty,Latin America,Bogotá,Luxury Mall,Standalone Pop-Up,2024-08-27,2024-11-10,75,LE-HVOL7VRW,Rare Beauty Éclat Setting Powder,68.09,1329,2975,62.4,11,202567.8
POP100170,Lancôme,Latin America,Bogotá,Luxury Mall,Shop-in-Shop,2025-02-01,2025-03-05,32,LE-K0Y4K1NY,Lancôme Éclat Foundation,119.77,1215,2500,68.79,5,299425.0
POP100187,La Prairie,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2024-08-27,2024-09-15,19,LE-UDQD3SU3,La Prairie Velvet Highlighter,64.59,2111,3260,69.2,3,210563.4
POP101732,Estée Lauder,Latin America,Lima,Luxury Mall,Mobile Pop-Up Truck,2024-08-25,2024-10-12,48,LE-FVWVOTBI,Estée Lauder Éclat Primer,76.22,1266,1534,55.5,7,116921.5
POP100900,Bobbi Brown,Latin America,Mexico City,Luxury Mall,Mall Kiosk,2025-04-05,2025-06-05,61,LE-WP122ZPA,Bobbi Brown Pearl Highlighter,51.43,790,818,44.03,9,42069.7
POP101078,Huda Beauty,Latin America,Mexico City,Luxury Mall,Flash Event,2024-09-15,2024-11-27,73,LE-WT0U6WN1,Huda Beauty Éclat Mascara,61.08,696,945,79.41,10,57720.6
POP100274,Rare Beauty,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,2025-01-22,2025-04-12,80,LE-ONY0QB7B,Rare Beauty Opulence Eyeshadow Palette,108.78,1931,3243,92.26,11,352773.5
POP101299,Tom Ford Beauty,Latin America,São Paulo,Luxury Mall,Mobile Pop-Up Truck,2025-02-27,2025-04-25,57,LE-X8IUC20D,Tom Ford Beauty Opulence Serum,298.84,1007,1890,75.18,8,564807.6
POP100208,Givenchy Beauty,Latin America,São Paulo,Luxury Mall,Shop-in-Shop,2024-07-13,,15,LE-50WEM74T,Givenchy Beauty Glow Mascara,48.87,920,1072,77.68,2,52388.6
POP100081,Shiseido,Latin America,Buenos Aires,Luxury Mall,Flash Event,2024-10-29,2025-01-05,68,LE-950J1ZWS,Shiseido Noir Lipstick,64.78,1350,1823,98.33,10,118093.9
POP100979,La Prairie,Latin America,Bogotá,Luxury Mall,Mall Kiosk,2024-11-04,2025-01-31,88,LE-RLL24A2P,La Prairie Velvet Foundation,76.21,883,2866,67.87,13,218417.9
POP101102,Huda Beauty,Latin America,Lima,Luxury Mall,Mobile Pop-Up Truck,2025-05-25,2025-07-01,37,LE-24DNS4PG,Huda Beauty Noir Primer,52.44,943,480,86.18,5,25171.2
POP100629,Huda Beauty,Latin America,São Paulo,Luxury Mall,Mall Kiosk,2024-06-13,2024-09-09,88,LE-W3CY6RMM,Huda Beauty Mirage Mascara,48.43,736,1296,59.64,13,62765.3
POP101057,Pat McGrath Labs,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,2025-03-31,2025-04-07,7,LE-HHNT1YDD,Pat McGrath Labs Glow Fragrance,138.37,1294,4449,91.04,1,615608.1
POP100243,Guerlain,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,2024-08-22,2024-11-20,90,LE-FNB12ZXS,Guerlain Opulence Highlighter,53.81,849,1442,75.14,13,77594.0
POP100430,Pat McGrath Labs,Latin America,Lima,Luxury Mall,Shop-in-Shop,2024-06-14,2024-06-21,7,LE-9GC079F0,Pat McGrath Labs Velvet Serum,180.69,1434,957,72.17,1,172920.3
POP100887,Huda Beauty,Latin America,Bogotá,Luxury Mall,Standalone Pop-Up,2025-03-31,2025-05-31,61,LE-8IKBK5MT,Huda Beauty Glow Mascara,40.17,670,3381,86.47,9,135814.8
POP101803,Huda Beauty,Latin America,Mexico City,Luxury Mall,Standalone Pop-Up,2024-11-30,2025-02-21,83,LE-JD9SB8HV,Huda Beauty Éclat Lipstick,52.85,1257,1124,78.06,12,59403.4
